npStruct_1p_nonint,-8.421588423113853
npStruct_1p_nonint,-8.356254153912912
npStruct_1p_nonint,-8.603502566201009
npStruct_1p_nonint,-8.252449767114097
npStruct_1p_nonint,-10.850270786979458
npStruct_1p_nonint,-9.041786234860258
npStruct_1p_nonint,-7.102414649612896
npStruct_1p_nonint,-9.70939991118058
npStruct_1p_nonint,-10.939552027934756
npStruct_1p_nonint,-9.361410978390035
npStruct_1p_nonint,-8.494091270924825
npStruct_1p_nonint,-8.307799531901637
npStruct_1p_nonint,-9.426498300114108
npStruct_1p_nonint,-8.490731821728229
npStruct_1p_nonint,-9.71809266411387
npStruct_1p_nonint,-9.149884301109816
npStruct_1p_nonint,-11.091405473828567
npStruct_1p_nonint,-10.736386982948474
npStruct_1p_nonint,-9.624714572094838
npStruct_1p_nonint,-10.256631820236207
npStruct_1p_nonint,-9.277970391745642
npStruct_1p_nonint,-8.365241662730671
npStruct_1p_nonint,-9.34576311071465
npStruct_1p_nonint,-10.742826253204203
npStruct_1p_nonint,-8.176233399484454
npStruct_1p_nonint,-8.997433721622855
npStruct_1p_nonint,-9.03917499318136
npStruct_1p_nonint,-11.297381530574395
npStruct_1p_nonint,-7.844797489506866
npStruct_1p_nonint,-8.539544422532497
npStruct_1p_nonint,-9.26077017849688
npStruct_1p_nonint,-8.42906123941066
npStruct_1p_nonint,-11.133607723555635
npStruct_1p_nonint,-8.498068596360818
npStruct_1p_nonint,-9.062600496476227
npStruct_1p_nonint,-7.581597907792803
npStruct_1p_nonint,-8.154208708442129
npStruct_1p_nonint,-9.707242597899201
npStruct_1p_nonint,-8.970840433234555
npStruct_1p_nonint,-10.764517111066702
npStruct_1p_nonint,-9.540695228459484
npStruct_1p_nonint,-9.260935087432683
npStruct_1p_nonint,-7.5160006361125635
npStruct_1p_nonint,-9.870290485985247
npStruct_1p_nonint,-9.610838258879825
npStruct_1p_nonint,-8.801481952960026
npStruct_1p_nonint,-9.458109673280866
npStruct_1p_nonint,-10.317282276409344
npStruct_1p_nonint,-10.741803418711392
npStruct_1p_nonint,-7.909455098906683
npStruct_1p_nonint,-8.331384448399834
npStruct_1p_nonint,-10.613317417093281
npStruct_1p_nonint,-8.074924338751448
npStruct_1p_nonint,-10.913376664744959
npStruct_1p_nonint,-9.819951273835578
npStruct_1p_nonint,-10.342068364188833
npStruct_1p_nonint,-8.80541346841127
